"","pred.xg"
517,0.0872779414057732
518,0.147742688655853
519,0.0698027461767197
520,0.130182087421417
521,0.0442050956189632
522,0.153200909495354
523,0.533857583999634
524,0.318033993244171
525,0.506809413433075
526,0.905426561832428
527,0.594231903553009
528,0.108055993914604
529,0.749733805656433
530,0.178057193756104
531,0.091102197766304
532,0.0467153154313564
533,0.0836067423224449
534,0.029565067961812
535,0.123957753181458
536,0.0376397110521793
537,0.115236438810825
538,0.540806889533997
539,0.218978583812714
540,0.082415983080864
541,0.149884954094887
542,0.260787904262543
543,0.634820103645325
544,0.602505087852478
545,0.180057942867279
546,0.0904790982604027
547,0.150003761053085
548,0.0469213239848614
549,0.0434980541467667
550,0.69625598192215
551,0.82544869184494
552,0.796339690685272
553,0.111163355410099
554,0.0946161672472954
555,0.566393077373505
556,0.171811744570732
557,0.15816792845726
558,0.137071415781975
559,0.61521989107132
560,0.431063681840897
561,0.0285638254135847
562,0.12311214953661
563,0.576703131198883
564,0.308794587850571
565,0.515758633613586
566,0.070865698158741
567,0.0618473924696445
568,0.247501611709595
569,0.916644930839539
570,0.370013266801834
571,0.675046741962433
572,0.174221843481064
573,0.109140686690807
574,0.462919056415558
575,0.415177494287491
576,0.081015020608902
577,0.353592455387115
578,0.0876505151391029
579,0.621211767196655
580,0.070194736123085
581,0.0539327785372734
582,0.162036329507828
583,0.0748406127095222
584,0.18111814558506
585,0.299394011497498
586,0.083967424929142
587,0.089836061000824
588,0.463723391294479
589,0.134634584188461
590,0.131503388285637
591,0.750718772411346
592,0.0963749289512634
593,0.143324673175812
594,0.137821912765503
595,0.651832163333893
596,0.11076895147562
597,0.131941139698029
598,0.226756349205971
599,0.239870578050613
600,0.116761349141598
601,0.105959601700306
602,0.276196479797363
603,0.14585468173027
604,0.103960156440735
605,0.574758350849152
606,0.0644545033574104
607,0.392414331436157
608,0.208789423108101
609,0.73965984582901
610,0.231574848294258
611,0.354075253009796
612,0.0602272525429726
613,0.0632513836026192
614,0.237502574920654
615,0.21043299138546
616,0.0624918937683105
617,0.471263974905014
618,0.0856514722108841
619,0.126981258392334
620,0.190551593899727
621,0.0562549531459808
622,0.325343072414398
623,0.157002031803131
624,0.294259786605835
625,0.458227515220642
626,0.908661961555481
627,0.684962749481201
628,0.0714101865887642
629,0.0888253301382065
630,0.627088844776154
631,0.07000582665205
632,0.151251226663589
633,0.0498174540698528
634,0.340464264154434
635,0.577517151832581
636,0.0551879368722439
637,0.103173948824406
638,0.224777594208717
639,0.568499982357025
640,0.0566342063248158
641,0.0819408595561981
642,0.866313934326172
643,0.73586368560791
644,0.91536009311676
645,0.529975295066833
646,0.82619321346283
647,0.116733893752098
648,0.61120080947876
649,0.0748118460178375
650,0.121590495109558
651,0.892770648002625
652,0.117526642978191
653,0.410500347614288
654,0.898296713829041
655,0.110524818301201
656,0.173485949635506
657,0.118795923888683
658,0.0960187390446663
659,0.6279296875
660,0.665687918663025
661,0.281807005405426
662,0.769562959671021
663,0.587851822376251
664,0.666571617126465
665,0.936089515686035
666,0.0424592383205891
667,0.116805262863636
668,0.439851552248001
669,0.918524742126465
670,0.297061949968338
671,0.106781452894211
672,0.466102868318558
673,0.357447266578674
674,0.0513135716319084
675,0.810148894786835
676,0.712724268436432
677,0.26117742061615
678,0.220609843730927
679,0.351008623838425
680,0.711976587772369
681,0.278906941413879
682,0.0864775106310844
683,0.408887356519699
684,0.15043793618679
685,0.584307491779327
686,0.0467773117125034
687,0.104224324226379
688,0.0751068145036697
689,0.543290317058563
690,0.16477532684803
691,0.355849802494049
692,0.8585524559021
693,0.285274267196655
694,0.224512547254562
695,0.249779894948006
696,0.122999370098114
697,0.0452408976852894
698,0.315273940563202
699,0.805489599704742
700,0.105285815894604
701,0.0972499251365662
702,0.756396472454071
703,0.564405798912048
704,0.858673930168152
705,0.177383780479431
706,0.127572670578957
707,0.261281251907349
708,0.109771087765694
709,0.160084053874016
710,0.101396009325981
711,0.375981450080872
712,0.745002508163452
713,0.0926898643374443
714,0.144387483596802
715,0.13505357503891
716,0.919036626815796
717,0.082130990922451
718,0.313814640045166
719,0.224334448575974
720,0.0313588827848434
721,0.0617553740739822
722,0.134044826030731
723,0.406189560890198
724,0.0811480954289436
725,0.714237928390503
726,0.137573957443237
727,0.148218005895615
728,0.344140857458115
729,0.562084078788757
730,0.901734232902527
731,0.266170352697372
732,0.294340848922729
733,0.0637345686554909
734,0.164945289492607
735,0.564141929149628
736,0.248692065477371
737,0.369695842266083
738,0.510985791683197
739,0.141863614320755
740,0.0727234110236168
741,0.0897898897528648
742,0.109318286180496
743,0.341249018907547
744,0.204953640699387
745,0.139954626560211
746,0.386474877595901
747,0.0757683739066124
748,0.263602256774902
749,0.242344900965691
750,0.425431966781616
751,0.765778362751007
752,0.0604862459003925
753,0.114824041724205
754,0.0551879368722439
755,0.180683672428131
756,0.109511159360409
757,0.406262338161469
758,0.121803402900696
759,0.0750320181250572
760,0.108423262834549
761,0.093214325606823
762,0.374094724655151
763,0.664714515209198
764,0.0685589462518692
765,0.201130196452141
766,0.489087581634521
767,0.0559174492955208
768,0.446099758148193
769,0.134517475962639
770,0.715610027313232
771,0.0771454423666
772,0.745270788669586
773,0.532767295837402
774,0.0539767295122147
775,0.367622345685959
776,0.0709135457873344
777,0.567364692687988
778,0.0976945459842682
779,0.138853326439857
780,0.876100122928619
781,0.45589616894722
782,0.215545132756233
783,0.13753117620945
784,0.395785838365555
785,0.199314996600151
786,0.667668223381042
787,0.400561153888702
788,0.231029450893402
789,0.585404992103577
790,0.614332497119904
791,0.205812886357307
792,0.925490915775299
793,0.457127124071121
794,0.174768820405006
795,0.846711397171021
796,0.0545880310237408
797,0.611111760139465
798,0.191473573446274
799,0.863959670066833
800,0.213481962680817
801,0.121978387236595
802,0.117650091648102
803,0.432431191205978
804,0.102929018437862
805,0.844788908958435
806,0.214974150061607
807,0.0577405504882336
808,0.692458629608154
809,0.383929014205933
810,0.457640707492828
811,0.487117737531662
812,0.29537695646286
813,0.215807795524597
814,0.124741941690445
815,0.580661356449127
816,0.449350446462631
817,0.0456010699272156
818,0.177656382322311
819,0.0700049474835396
820,0.424356341362
821,0.152005404233932
822,0.764273762702942
823,0.10066532343626
824,0.107600256800652
825,0.107479192316532
826,0.196775302290916
827,0.27136167883873
828,0.212895557284355
829,0.128355965018272
830,0.125516533851624
831,0.507392466068268
832,0.156781241297722
833,0.619227409362793
834,0.0910538583993912
835,0.392981231212616
836,0.193779438734055
837,0.643083691596985
838,0.140199720859528
839,0.647898554801941
840,0.932373881340027
841,0.762017548084259
842,0.489400029182434
843,0.574138224124908
844,0.430233389139175
845,0.959631264209747
846,0.952308773994446
847,0.130851998925209
848,0.0817007347941399
849,0.560564160346985
850,0.138901829719543
851,0.321800708770752
852,0.241676390171051
853,0.5146723985672
854,0.132485717535019
855,0.0377007760107517
856,0.226421967148781
857,0.35409078001976
858,0.322249382734299
859,0.0407410897314548
860,0.429486840963364
861,0.869089186191559
862,0.0472060814499855
863,0.0675977990031242
864,0.103397883474827
865,0.188368603587151
866,0.081745058298111
867,0.0546625703573227
868,0.556338906288147
869,0.326467454433441
870,0.0547710955142975
871,0.142688244581223
872,0.2608802318573
873,0.0765509754419327
874,0.0549039393663406
875,0.0656259432435036
876,0.290898084640503
877,0.0804295241832733
878,0.185424566268921
879,0.0456010699272156
880,0.200803697109222
881,0.142172694206238
882,0.471069186925888
883,0.562250852584839
884,0.290203332901001
885,0.0460808202624321
886,0.142751395702362
887,0.39894762635231
888,0.904087841510773
889,0.313075244426727
890,0.346467703580856
891,0.106782242655754
892,0.0675976127386093
893,0.905731379985809
894,0.968535184860229
895,0.206844165921211
896,0.176695391535759
897,0.105581745505333
898,0.0577220320701599
899,0.199486657977104
900,0.0700046047568321
901,0.386727333068848
902,0.293472409248352
903,0.110691413283348
904,0.0830133631825447
905,0.074375793337822
906,0.151281252503395
907,0.636536002159119
908,0.643894851207733
909,0.538934051990509
910,0.216184929013252
911,0.274552702903748
912,0.428701937198639
913,0.0427968613803387
914,0.141961440443993
915,0.383598268032074
916,0.198106557130814
917,0.207428470253944
918,0.0462915860116482
919,0.215171381831169
920,0.184059426188469
921,0.413486033678055
922,0.583900451660156
923,0.62230658531189
924,0.171124428510666
925,0.103619165718555
926,0.396938800811768
927,0.401337474584579
928,0.180671498179436
929,0.378693580627441
930,0.770905613899231
931,0.676989436149597
932,0.134120285511017
933,0.218567371368408
934,0.411299824714661
935,0.0405513122677803
936,0.0551879368722439
937,0.124026022851467
938,0.108392313122749
939,0.285573869943619
940,0.0601706579327583
941,0.47716411948204
942,0.0480387657880783
943,0.445631563663483
944,0.648190319538116
945,0.166320562362671
946,0.0659900009632111
947,0.346370339393616
948,0.109462298452854
949,0.135051548480988
950,0.0992972999811172
951,0.0460808202624321
952,0.573517143726349
953,0.522495329380035
954,0.0730729773640633
955,0.612602591514587
956,0.372101068496704
957,0.0729217454791069
958,0.220520570874214
959,0.167230114340782
960,0.0920691639184952
961,0.115786962211132
962,0.111779265105724
963,0.0576136484742165
964,0.10313830524683
965,0.223775312304497
966,0.398316532373428
967,0.430562674999237
968,0.280960738658905
969,0.667418479919434
970,0.677459239959717
971,0.0848803743720055
972,0.85209184885025
973,0.113898128271103
974,0.573875606060028
975,0.0844714418053627
976,0.185034871101379
977,0.488426625728607
978,0.338958263397217
979,0.388167023658752
980,0.963471472263336
981,0.0521514862775803
982,0.0821283012628555
983,0.124139316380024
984,0.0612277276813984
985,0.242094352841377
986,0.784045934677124
987,0.0642050132155418
988,0.0730107575654984
989,0.161735653877258
990,0.107195369899273
991,0.197418451309204
992,0.0695522353053093
993,0.0686037316918373
994,0.220731273293495
995,0.0440587364137173
996,0.910356879234314
997,0.0870308578014374
998,0.204047173261642
999,0.130385011434555
1000,0.139018997550011
1001,0.054881826043129
1002,0.452216446399689
1003,0.173073932528496
1004,0.190999001264572
1005,0.463361531496048
1006,0.101515077054501
1007,0.330701500177383
1008,0.0974489077925682
1009,0.17437170445919
1010,0.0835504084825516
1011,0.136174708604813
1012,0.0771619156002998
1013,0.156918779015541
1014,0.455199271440506
1015,0.15427254140377
1016,0.721439003944397
1017,0.0713234394788742
1018,0.904105365276337
1019,0.211419686675072
1020,0.057695098221302
1021,0.162932202219963
1022,0.358300238847733
1023,0.172561600804329
1024,0.800695955753326
1025,0.117317020893097
1026,0.0710063576698303
1027,0.145136252045631
1028,0.149333506822586
1029,0.054394718259573
1030,0.109987981617451
1031,0.0913988500833511
1032,0.260067641735077
1033,0.126030325889587
1034,0.246796444058418
1035,0.0451623648405075
1036,0.118673950433731
1037,0.0973407328128815
1038,0.0394066199660301
1039,0.121222853660583
1040,0.0566880889236927
1041,0.571128964424133
1042,0.856394290924072
1043,0.074049711227417
1044,0.364319711923599
1045,0.124468773603439
1046,0.143154740333557
1047,0.0736656561493874
1048,0.194657728075981
1049,0.106547638773918
1050,0.0973212346434593
1051,0.183966964483261
1052,0.341016948223114
1053,0.710726380348206
1054,0.0650647506117821
1055,0.580356240272522
1056,0.0521973147988319
1057,0.0489798188209534
1058,0.134840995073318
1059,0.57704371213913
1060,0.373550951480865
1061,0.401975274085999
1062,0.485332548618317
1063,0.127768620848656
1064,0.171774983406067
1065,0.701178550720215
1066,0.321301728487015
1067,0.18638476729393
1068,0.0553130097687244
1069,0.0974308997392654
1070,0.122989900410175
1071,0.123681157827377
1072,0.4688660800457
1073,0.86346024274826
1074,0.200421363115311
1075,0.232922583818436
1076,0.481861382722855
1077,0.375858277082443
1078,0.102933622896671
1079,0.700526416301727
1080,0.327047556638718
1081,0.270153492689133
1082,0.586429953575134
1083,0.122515372931957
1084,0.437078416347504
1085,0.18008953332901
1086,0.112873300909996
1087,0.202588781714439
1088,0.518799066543579
1089,0.840906918048859
1090,0.120493732392788
1091,0.0862207859754562
1092,0.0675984248518944
1093,0.475973814725876
1094,0.186688333749771
1095,0.57034307718277
1096,0.464604645967484
1097,0.404122024774551
1098,0.542789161205292
1099,0.633748650550842
1100,0.373922526836395
1101,0.16109062731266
1102,0.100618444383144
1103,0.285256534814835
1104,0.0718984380364418
1105,0.322036594152451
1106,0.411437213420868
1107,0.151785552501678
1108,0.734736263751984
1109,0.554853618144989
1110,0.152381435036659
1111,0.170395255088806
1112,0.108479954302311
1113,0.156113639473915
1114,0.247464418411255
1115,0.117829285562038
1116,0.153074100613594
1117,0.594978451728821
1118,0.760820269584656
1119,0.127409979701042
1120,0.189588233828545
1121,0.29164582490921
1122,0.0653588250279427
1123,0.280427515506744
1124,0.762579083442688
1125,0.213124558329582
1126,0.603382468223572
1127,0.134418815374374
1128,0.746350705623627
1129,0.239552348852158
1130,0.205865398049355
1131,0.115060903131962
1132,0.85872220993042
1133,0.157517954707146
1134,0.567227065563202
1135,0.760583221912384
1136,0.33529931306839
1137,0.0801367983222008
1138,0.145226672291756
1139,0.212824106216431
1140,0.0980068147182465
1141,0.198106557130814
1142,0.0764168873429298
1143,0.606303334236145
1144,0.851250767707825
1145,0.334758639335632
1146,0.339879006147385
1147,0.571758925914764
1148,0.17685866355896
1149,0.332365244626999
1150,0.137766420841217
1151,0.213078945875168
1152,0.623979330062866
1153,0.0379156917333603
1154,0.152061775326729
1155,0.716058671474457
1156,0.190539017319679
1157,0.914657235145569
1158,0.912187218666077
1159,0.501276671886444
1160,0.0777704268693924
1161,0.753825426101685
1162,0.319786608219147
1163,0.364865690469742
1164,0.389423847198486
1165,0.425349295139313
1166,0.240206837654114
1167,0.858673930168152
1168,0.108210057020187
1169,0.191399410367012
1170,0.174818456172943
1171,0.893028140068054
1172,0.137981697916985
1173,0.161592170596123
1174,0.123393148183823
1175,0.455013453960419
1176,0.92112922668457
1177,0.85872220993042
1178,0.88536262512207
1179,0.187388777732849
1180,0.750012576580048
1181,0.923583745956421
1182,0.355463832616806
1183,0.461881160736084
1184,0.701178729534149
1185,0.25520333647728
1186,0.632986068725586
1187,0.675145208835602
1188,0.968075573444366
1189,0.464191913604736
1190,0.0657120048999786
1191,0.962542176246643
1192,0.0659762918949127
1193,0.92449563741684
1194,0.268414288759232
1195,0.585274040699005
1196,0.0720436200499535
1197,0.0641392096877098
1198,0.107673056423664
1199,0.473956972360611
1200,0.402778208255768
1201,0.287919551134109
1202,0.0757463723421097
1203,0.0477880612015724
1204,0.0551879368722439
1205,0.118537716567516
1206,0.0782114788889885
1207,0.936507940292358
1208,0.391177803277969
1209,0.573094129562378
1210,0.192988038063049
1211,0.530199229717255
1212,0.541949510574341
1213,0.0415817610919476
1214,0.0919231027364731
1215,0.952334582805634
1216,0.175600230693817
1217,0.612277805805206
1218,0.0511822178959846
1219,0.484314829111099
1220,0.141145959496498
1221,0.387081027030945
1222,0.292787969112396
1223,0.715363621711731
1224,0.106410175561905
1225,0.472087949514389
1226,0.157293558120728
1227,0.0971593111753464
1228,0.391351252794266
1229,0.769554018974304
1230,0.908241450786591
1231,0.18296292424202
1232,0.675056040287018
1233,0.20129132270813
1234,0.954904854297638
1235,0.98095166683197
1236,0.0794780999422073
1237,0.481165856122971
1238,0.913519442081451
1239,0.492006480693817
1240,0.185418307781219
1241,0.0689888522028923
1242,0.221961006522179
1243,0.0720005482435226
1244,0.323016256093979
1245,0.361729562282562
1246,0.635287225246429
1247,0.198938027024269
1248,0.0502169206738472
1249,0.662325203418732
1250,0.133635193109512
1251,0.685844719409943
1252,0.537629127502441
1253,0.0659486055374146
1254,0.618973731994629
1255,0.244622230529785
1256,0.464932709932327
1257,0.250825136899948
1258,0.0983870178461075
1259,0.0433788672089577
1260,0.755084931850433
1261,0.221373856067657
1262,0.498925268650055
1263,0.535075128078461
1264,0.135946363210678
1265,0.0456479452550411
1266,0.280744522809982
1267,0.428722709417343
1268,0.492544263601303
1269,0.216053783893585
1270,0.320789784193039
1271,0.0841520056128502
1272,0.650734782218933
1273,0.744775950908661
1274,0.563692092895508
1275,0.535068094730377
1276,0.967873275279999
1277,0.207254707813263
1278,0.888512492179871
1279,0.315462946891785
1280,0.0998374447226524
1281,0.756381988525391
1282,0.148296296596527
1283,0.479172736406326
1284,0.497699528932571
1285,0.0773885175585747
1286,0.154914200305939
1287,0.202610030770302
1288,0.573954164981842
1289,0.163454279303551
1290,0.385595589876175
1291,0.164280831813812
1292,0.594521880149841
1293,0.393888562917709
1294,0.941054403781891
1295,0.268954128026962
1296,0.0587075799703598
1297,0.221326023340225
1298,0.0731071680784225
1299,0.0404631420969963
1300,0.495459794998169
1301,0.163886323571205
1302,0.218509331345558
1303,0.539268732070923
1304,0.436012625694275
1305,0.0621513314545155
1306,0.0454969517886639
1307,0.605148613452911
1308,0.0628706887364388
1309,0.26177316904068
1310,0.535669982433319
1311,0.0440627075731754
1312,0.177372917532921
1313,0.497986942529678
1314,0.107030436396599
1315,0.477370381355286
1316,0.203187867999077
1317,0.91344803571701
1318,0.168394401669502
1319,0.0950295776128769
1320,0.108899094164371
1321,0.0460808202624321
1322,0.348518520593643
1323,0.397606819868088
1324,0.331447064876556
1325,0.433745801448822
1326,0.145188361406326
1327,0.437476754188538
1328,0.349388867616653
1329,0.598329603672028
1330,0.161522328853607
1331,0.353479266166687
1332,0.070646844804287
1333,0.445097386837006
1334,0.193771168589592
1335,0.487574487924576
1336,0.442369759082794
1337,0.0984335318207741
